"","Company.Name","Category.Groups","Headquarters.Location","Status","Closed.Date","Founded.Date","Number.of.Articles","Categories","Number.of.Employees","Number.of.Founders","Number.of.Funding.Rounds","Last.Funding.Date","Last.Funding.Amount","Last.Funding.Type","Last.Equity.Funding.Amount","Total.Equity.Funding.Amount","Total.Funding.Amount","Number.of.Investors","Number.of.Lead.Investors","Stock.Exchange","Stock.Symbol","Valuation.at.IPO","Money.Raised.at.IPO","IPO.Date","foundyear"
"7356","Velocity","Travel and Tourism, Sales and Marketing, Financial Services, Mobile","New York, New York, United States","Operating","","2014-04-01",13,"FinTech, Mobile, Loyalty Programs, Hospitality","11-50",2,6,"2016-08-29",22500000,"Series B",22500000,39916139,39916139,12,1,"","","","","",2
"7571","WebEngage","Software, Sales and Marketing","Mumbai, Maharashtra, India","Operating","","2011-10-13",25,"App Marketing, Email Marketing, Marketing Automation","51-100",2,4,"2016-02-26",0,"Seed",0,1850000,1850000,4,0,"","","","","",-1
"7581","WiMark Systems","Hardware, Information Technology, Software, Internet Services, Mobile","London, England, United Kingdom","Operating","","2014-01-01",NA,"Telecommunications, SaaS, Cloud Management, Mobile, PaaS, Wireless","11-50",5,5,"2016-12-22",230000,"Convertible Note",230000,356088,486088,5,0,"","","","","",2
"7608","WakeMate","Platforms, Hardware, Software, Mobile","San Francisco, California, United States","Closed","2012-06-27","2009-12-01",33,"Hardware, Mobile, Software, iOS","1-10",3,3,"2010-04-08",0,"Seed",0,0,0,6,0,"","","","","",-3
"7761","Xevo","Apps, Science and Engineering, Travel and Tourism, Data and Analytics, Software, Transportation, Mobile","Kirkland, Washington, United States","Operating","","2000-01-01",95,"Machine Learning, Software, SaaS, Developer Platform, Hospitality, Automotive, Artificial Intelligence, Mobile, Apps","101-250",1,5,"2016-01-13",10205478,"Series Unknown",10205478,56905478,56905478,12,4,"","","","","",-12
"7763","Xuexibao","Apps, Software, Education","Haidian, Beijing, China","Operating","","2014-01-01",NA,"Apps, Knowledge Management, Education","",1,3,"2016-10-10",0,"Series C",0,2.3e+07,2.3e+07,2,2,"","","","","",2
"7767","Xitore, Inc.","Hardware","Mission Viejo, California, United States","Operating","","2014-03-06",8,"Flash Storage, Hardware","1-10",1,3,"2015-07-24",50000,"Seed",50000,73000,173000,3,0,"","","","","",2
"7773","XTREME DESIGN Inc.","Information Technology, Software, Internet Services","Tokyo, Tokyo, Japan","Operating","","2015-02-02",NA,"Information Technology, Software, Cloud Computing","",1,4,"2017-01-31",0,"Seed",0,885417,911550,4,1,"","","","","",3
"7778","Xhockware","Apps, Commerce and Shopping, Software, Mobile","Porto, Lisboa, Portugal","Operating","","2014-02-18",4,"Shopping, Mobile, Retail, Apps","11-50",2,3,"2016-07-28",0,"Grant",0,1348280,4106698,3,0,"","","","","",2
"7802","Yoyo Wallet","Commerce and Shopping, Software, Sales and Marketing, Payments, Financial Services, Mobile","London, England, United Kingdom","Operating","","2013-05-01",20,"Mobile, Mobile Payments, FinTech, Retail, Loyalty Programs","11-50",3,4,"2015-04-15",1e+07,"Series A",1e+07,1.5e+07,1.5e+07,8,0,"","","","","",1
"7804","Youbetme","Gaming, Media and Entertainment, Internet Services, Mobile","San Francisco, California, United States","Operating","","2012-02-05",7,"Social Media, Mobile, Gambling","1-10",2,3,"2014-11-20",2700000,"Series A",2700000,5125000,5125000,5,0,"","","","","",0
"7812","YaKlass","Software, Education","Moscow, Moscow City, Russian Federation","Operating","","2007-01-01",1,"EdTech, Education, Continuing Education","11-50",1,3,"2015-04-01",0,"Seed",0,2450000,2450000,5,0,"","","","","",-5
"7870","Zimperium","Apps, Information Technology, Data and Analytics, Software, Privacy and Security, Mobile","San Francisco, California, United States","Operating","","2010-08-01",83,"Apps, Security, Mobile, Network Security, Machine Learning, Enterprise Software","11-50",2,4,"2017-03-07",1.5e+07,"Series Unknown",1.5e+07,6e+07,6e+07,12,5,"","","","","",-2
"7872","Zero Latency","Hardware, Information Technology, Software","North Melbourne, Victoria, Australia","Operating","","2013-01-01",9,"Virtual Reality, Information Technology, Simulation","11-50",2,3,"2016-12-05",7e+06,"Series Unknown",7e+06,8946777,8946777,5,2,"","","","","",1
"7873","Zig Bang","Real Estate, Internet Services","Seoul, Seoul-t'ukpyolsi, South Korea","Operating","","2010-01-01",2,"Search Engine, Property Management, Real Estate","51-100",0,4,"2015-12-15",3.3e+07,"Series Unknown",3.3e+07,75200000,75200000,4,1,"","","","","",-2
"7875","Zya","Apps, Media and Entertainment, Music and Audio, Software, Mobile","Calabasas, California, United States","Operating","","2008-01-01",14,"Mobile, Music, Apps, Audio","11-50",2,8,"2016-01-13",4261076,"Debt Financing",4600000,34655301,40791377,3,2,"","","","","",-4
"7878","Zeo","Manufacturing, Hardware, Consumer Electronics, Data and Analytics","Newton, Massachusetts, United States","Closed","2012-12-01","2003-12-01",134,"Analytics, Electronics, Manufacturing","11-50",3,7,"2012-05-03",2e+06,"Debt Financing",12338500,22138500,28638500,6,4,"","","","","",-9
"7886","Zipline Green","Energy, Information Technology, Sustainability, Transportation","Winter Park, Florida, United States","Operating","","2012-09-01",NA,"Information Technology, Transportation, Infrastructure, GreenTech, Renewable Energy","1-10",1,5,"2016-04-01",25000,"Angel",25000,210000,210000,NA,NA,"","","","","",0
"7889","ZAPITANO","Media and Entertainment, Internet Services","Berlin, Berlin, Germany","Closed","","2011-01-01",6,"Social Media","1-10",0,3,"2013-10-01",0,"Seed",0,2998823,2998823,4,1,"","","","","",-1
"7896","Zyllem","Transportation","Singapore, Central Region, Singapore","Operating","","2013-01-01",11,"Supply Chain Management, Local, Logistics","51-100",1,3,"2015-06-01",8500000,"Series A",8500000,7256685,7256685,NA,NA,"","","","","",1
"7","Avi Networks","Hardware, Information Technology, Data and Analytics, Internet Services","Santa Clara, California, United States","Operating","","2012-01-01",9,"Analytics, Cloud Infrastructure, Cloud Data Services","11-50",3,2,"2014-08-01",20800000,"Series B",20800000,3.3e+07,3.3e+07,6,2,"","","","","",0
"14","Armada Interactive","Gaming, Mobile","Helsinki, Southern Finland, Finland","Operating","","2015-01-01",1,"PC Games, Gaming, Mobile","11-50",5,2,"2017-02-23",7e+06,"Seed",7e+06,1e+07,1e+07,11,3,"","","","","",3
"19","Agersens","Agriculture and Farming, Manufacturing","Melbourne, Victoria, Australia","Operating","","2014-06-04",NA,"Manufacturing, Farming","1-10",1,2,"2017-04-06",2e+06,"Seed",2e+06,2355092,2355092,NA,NA,"","","","","",2
"20","Airphrame","Science and Engineering, Hardware, Navigation and Mapping, Data and Analytics, Software, Sales and Marketing","San Francisco, California, United States","Operating","","2012-06-17",5,"Digital Signage, Geospatial, Robotics, 3D Technology, Navigation","11-50",1,2,"2014-07-16",4249998,"Series A",4249998,4249998,4249998,4,0,"","","","","",0
"23","Alpine Immune Sciences","Biotechnology, Science and Engineering, Health Care","Seattle, Washington, United States","Operating","","2015-01-23",2,"Health Care, Medical, Biotechnology","1-10",3,2,"2016-06-13",4.8e+07,"Series A",4.8e+07,49300000,49300000,4,2,"","","","","",3
"25","Actofit","Hardware, Consumer Electronics, Community and Lifestyle, Software, Sports, Health Care","Mumbai, Maharashtra, India","Operating","","2014-01-01",NA,"Health Care, Fitness, Wearables, Hardware, Lifestyle, Software","11-50",3,2,"2016-10-19",9e+05,"Seed",9e+05,1050000,1050000,4,0,"","","","","",2
"45","Applop Mobile Solutions Pvt Ltd","Apps, Software, Internet Services, Mobile","Gurgaon, Haryana, India","Operating","","2015-11-04",NA,"Mobile, Internet, Mobile Apps","11-50",1,2,"2016-07-19",250000,"Seed",250000,350000,350000,2,1,"","","","","",3
"61","Acclaimd","Data and Analytics, Professional Services","Columbus, Ohio, United States","Operating","","2012-02-01",NA,"Analytics, Recruiting, Social Recruiting, Career Planning","1-10",2,2,"2012-08-07",70000,"Seed",70000,90000,90000,3,0,"","","","","",0
"73","Aykiro","Gaming, Mobile","Bratislava, Bratislava, Slovakia (Slovak Republic)","Operating","","2015-03-01",NA,"Video Games, Mobile, PC Games","1-10",2,2,"2016-05-25",0,"Convertible Note",0,1045032,1045032,3,0,"","","","","",3
"74","AeroDron","Science and Engineering, Hardware, Consumer Electronics, Consumer Goods","Parma, Emilia-Romagna, Italy","Operating","","2012-01-01",1,"Aerospace, Drones","",3,2,"2013-12-03",0,"Series A",0,542944,542944,3,0,"","","","","",0
"81","AudioTrip","Travel and Tourism, Hardware, Software","Bielsko-biala, Slaskie, Poland","Operating","","2013-11-19",1,"Travel, Virtual Reality, Tourism","1-10",2,2,"2015-09-25",0,"Seed",0,277967,277967,1,0,"","","","","",1
"85","Aditi Multimedia","Media and Entertainment, Content and Publishing","New York, New York, United States","Operating","","2013-01-01",NA,"Digital Media, Content Delivery Network","11-50",0,2,"2014-02-01",1e+06,"Series A",1e+06,1e+06,1e+06,3,1,"","","","","",1
"282","APPbyYOU","Apps, Software","Balgheim, Baden-Wurttemberg, Germany","Operating","","2012-07-22",NA,"Apps","1-10",0,2,"2016-02-03",0,"Series A",0,1212820,1212820,NA,NA,"","","","","",0
"489","Blispay","Payments, Financial Services, Lending and Investments, Mobile","Baltimore, Maryland, United States","Operating","","2014-01-01",30,"Financial Services, Credit Cards, Mobile","11-50",4,2,"2016-03-01",12750000,"Seed",12750000,13999999,13999999,8,3,"","","","","",2
"492","Belong","Data and Analytics, Professional Services, Internet Services","Bangalore, Karnataka, India","Operating","","2014-01-01",1,"Big Data, Recruiting, Internet","11-50",4,2,"2017-02-27",1e+07,"Series B",1e+07,1.5e+07,1.5e+07,8,2,"","","","","",2
"494","Brave","Software, Internet Services","San Francisco, California, United States","Operating","","2015-01-01",4,"Software, SaaS, Web Browsers, Internet","",1,2,"2016-08-01",4500000,"Seed",4500000,7e+06,7e+06,12,1,"","","","","",3
"499","Breinify","Data and Analytics, Software","San Francisco, California, United States","Operating","","2015-01-01",3,"Machine Learning, Predictive Analytics, Natural Language Processing","1-10",2,2,"2017-02-02",1e+06,"Seed",1e+06,1e+06,1e+06,1,0,"","","","","",3
"500","Baffle","Apps, Media and Entertainment, Software, Privacy and Security","Santa Clara, California, United States","Operating","","2015-01-01",NA,"Enterprise Applications, Content, Security","",1,2,"2016-10-25",3e+06,"Series Unknown",3e+06,3e+06,3e+06,4,1,"","","","","",3
"505","Buzzvil","Information Technology, Sales and Marketing, Mobile, Advertising","Seoul, Seoul-t'ukpyolsi, South Korea","Operating","","2012-03-01",5,"Advertising Platforms, Advertising, Information Technology, Mobile","11-50",5,2,"2015-12-30",11200000,"Series B",11200000,14200000,14200000,6,1,"","","","","",0
"508","Biome Makers","Agriculture and Farming, Biotechnology, Science and Engineering, Food and Beverage, Data and Analytics, Software, Health Care","San Francisco, California, United States","Operating","","2015-05-20",NA,"Biotechnology, Agriculture, Machine Learning, Genetics, Bioinformatics, Wine And Spirits","1-10",2,2,"2016-10-19",2200000,"Seed",2200000,2300000,2300000,3,0,"","","","","",3
"511","BHIVE WORKSPACE","Real Estate","Bangalore, Karnataka, India","Operating","","2014-10-15",2,"Collaboration, Coworking, Real Estate","11-50",5,2,"2016-05-19",1e+06,"Seed",1e+06,1e+06,1e+06,6,1,"","","","","",2
"512","BeMyGuest","Travel and Tourism, Community and Lifestyle","Singapore, Central Region, Singapore","Operating","","2012-03-01",16,"Travel, Leisure, Tourism","11-50",2,2,"2014-06-10",2600000,"Seed",2600000,3002000,3002000,4,0,"","","","","",0
"518","BotFactory","Manufacturing, Hardware, Consumer Electronics, Software","Long Island City, New York, United States","Operating","","2013-06-12",1,"Electronics, 3D Printing, 3D Technology","",3,2,"2016-10-06",1300000,"Series Unknown",1300000,2602174,2602174,3,1,"","","","","",1
"528","Branchpoint Technologies","Health Care","San Clemente, California, United States","Operating","","2013-01-01",NA,"Health Care, Medical Device, Medical","1-10",0,2,"2016-08-30",1499000,"Series B",1499000,2248998,2248998,NA,NA,"","","","","",1
"530","Branch Technology","Manufacturing, Science and Engineering, Hardware, Real Estate, Software","Chattanooga, Tennessee, United States","Operating","","2014-01-01",NA,"Robotics, Construction, 3D Printing","",2,2,"2016-04-12",710000,"Angel",710000,710000,710000,5,0,"","","","","",2
"533","BoniO Inc.","Media and Entertainment, Software, Education","Taipei, T'ai-pei, Taiwan","Operating","","2014-03-15",1,"Edutainment, Education, EdTech","11-50",0,2,"2015-04-30",6e+06,"Series A",6e+06,7e+06,7e+06,NA,NA,"","","","","",2
"542","Beyourself","Apps, Science and Engineering, Data and Analytics, Software","","Operating","","2016-01-06",NA,"Apps, Artificial Intelligence","1-10",2,2,"2016-02-03",130000,"Seed",130000,150000,150000,2,0,"","","","","",4
"547","Big Delta Systems","Manufacturing, Food and Beverage, Financial Services, Lending and Investments","Houston, Texas, United States","Operating","","2014-01-01",1,"Organic Food, Manufacturing, Incubators","1-10",1,2,"2015-10-23",1e+06,"Seed",1e+06,1e+06,1150000,1,0,"","","","","",2
"551","bonify","Financial Services, Lending and Investments","Berlin, Berlin, Germany","Operating","","2015-06-08",NA,"FinTech, Credit, Personal Finance, Finance","11-50",4,2,"2017-02-20",0,"Series A",0,5838600,5838600,7,2,"","","","","",3
"580","Billionmacros","Apps, Software, Internet Services","Hyderabad, Andhra Pradesh, India","Operating","","2014-01-08",NA,"Apps, Internet, Software","1-10",4,2,"2015-01-31",87500,"Seed",87500,396497,396497,NA,NA,"","","","","",2
"588","Black coin","Media and Entertainment, Internet Services","Dongan, Kyonggi-do, South Korea","Operating","","2013-10-01",NA,"Social Media","1-10",0,2,"2013-12-01",0,"Seed",0,75318,75318,NA,NA,"","","","","",1
"590","Balzo","Gaming","Florence, Toscana, Italy","Operating","","2013-03-23",NA,"Gamification, Video Games","1-10",0,2,"2014-04-03",0,"Seed",0,118794,118794,2,1,"","","","","",1
"611","Biz.u","Hardware","Rio De Janeiro, Rio de Janeiro, Brazil","Operating","","2013-05-26",NA,"Professional Services, Communications Infrastructure","1-10",2,2,"2015-04-15",1e+05,"Angel",1e+05,120000,120000,NA,NA,"","","","","",1
"632","BitRush Corp","Financial Services","Toronto, Ontario, Canada","Operating","","2014-09-14",NA,"Finance, FinTech, Financial Services","",0,2,"2015-09-10",5e+05,"Seed",5e+05,905027,905027,1,0,"","","","","",2
"691","BioMimetx","Biotechnology, Natural Resources, Science and Engineering, Energy, Sustainability","Cantanhede, Coimbra, Portugal","Operating","","2013-01-01",NA,"Biotechnology, Energy, Biofuel","501-1000",3,2,"2016-05-17",0,"Seed",0,2088047,2088047,4,1,"","","","","",1
"923","CodeFights","Media and Entertainment, Professional Services, Education, Internet Services","San Francisco, California, United States","Operating","","2014-06-01",12,"Education, Recruiting, Edutainment, Internet","1-10",3,2,"2016-11-17",1e+07,"Series A",1e+07,12500000,12500000,26,2,"","","","","",2
"931","Crowdpac","Data and Analytics, Government and Military, Financial Services","San Francisco, California, United States","Operating","","2013-01-01",71,"Crowdfunding, Big Data, Politics","11-50",4,2,"2016-01-01",6e+06,"Series A",6e+06,8525000,8525000,14,0,"","","","","",1
"932","CleverTap","Data and Analytics, Mobile","Sunnyvale, California, United States","Operating","","2013-05-24",9,"SaaS, Mobile, Analytics","11-50",3,2,"2015-08-03",8e+06,"Series A",8e+06,9600000,9600000,2,2,"","","","","",1
"933","ClearSky Data","Hardware, Information Technology, Software, Internet Services","Boston, Massachusetts, United States","Operating","","2014-01-01",34,"Enterprise Software, Cloud Computing, Virtualization","11-50",2,2,"2015-11-01",2.7e+07,"Series B",2.7e+07,3.9e+07,3.9e+07,7,5,"","","","","",2
"936","Chillr","Platforms, Apps, Hardware, Consumer Electronics, Software, Payments, Financial Services, Lending and Investments, Mobile","Mumbai, Maharashtra, India","Operating","","2013-12-22",9,"Apps, Android, FinTech, iOS, Mobile, Windows Phone, Software, Banking, Mobile Payments","51-100",4,2,"2015-10-02",7e+06,"Series A",7e+06,7500000,7500000,2,2,"","","","","",1
